,log_no,date,time
0,5985,2009-05-17 00:01:59,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
1,7517,2009-05-17 18:09:45,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
2,18846,2009-05-17 00:01:59,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
3,20378,2009-05-17 18:09:45,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
4,26199,2009-05-20 15:42:13,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
5,32207,2009-05-23 15:12:37,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
6,34633,2009-05-24 20:17:51,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
7,34757,2009-05-24 20:58:46,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
8,40082,2009-05-27 12:57:10,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
9,40400,2009-05-27 15:27:53,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
10,43359,2009-05-30 12:55:06,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
11,44011,2009-05-30 19:27:45,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
12,44160,2009-05-30 19:46:41,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
13,44216,2009-05-30 19:50:03,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
14,45498,2009-05-31 10:02:01,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
15,45677,2009-05-31 11:21:13,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
16,46394,2009-05-31 17:57:08,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
17,46845,2009-05-31 21:36:52,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
18,57908,2009-06-06 10:23:18,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
19,57985,2009-06-06 10:24:09,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
20,58055,2009-06-06 10:25:01,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
21,58128,2009-06-06 10:25:54,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
22,58203,2009-06-06 10:26:46,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
23,58259,2009-06-06 10:27:40,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
24,58328,2009-06-06 10:28:31,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
25,58405,2009-06-06 10:29:22,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
26,58479,2009-06-06 10:31:03,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
27,58580,2009-06-06 10:32:50,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
28,58665,2009-06-06 10:34:31,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
29,58725,2009-06-06 10:35:20,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
30,58821,2009-06-06 10:36:57,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
31,58891,2009-06-06 10:37:46,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
32,58966,2009-06-06 10:38:37,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
33,59043,2009-06-06 10:39:24,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
34,59118,2009-06-06 10:40:12,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
35,59215,2009-06-06 10:42:23,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
36,59290,2009-06-06 10:43:15,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
37,59367,2009-06-06 10:44:07,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
38,59458,2009-06-06 10:45:51,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
39,59535,2009-06-06 10:46:37,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
40,59610,2009-06-06 10:47:26,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
41,59680,2009-06-06 10:47:26,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
42,59830,2009-06-06 11:36:19,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
43,59905,2009-06-06 11:36:19,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
44,60048,2009-06-06 12:31:35,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
45,60119,2009-06-06 12:32:30,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
46,60261,2009-06-06 12:35:21,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
47,60398,2009-06-06 12:38:01,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
48,60472,2009-06-06 12:38:58,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
49,60586,2009-06-06 12:40:50,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
50,60639,2009-06-06 12:41:57,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
51,60738,2009-06-06 12:43:49,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
52,60781,2009-06-06 12:44:40,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
53,60847,2009-06-06 12:45:32,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
54,62500,2009-06-07 08:07:11,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
55,63209,2009-06-07 15:33:35,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
56,65458,2009-06-08 17:41:52,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
57,67430,2009-06-09 16:40:25,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
58,67879,2009-06-09 21:39:46,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
59,68887,2009-06-10 09:49:40,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
60,69573,2009-06-10 15:48:21,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
61,69932,2009-06-10 18:16:28,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
62,70310,2009-06-10 21:40:13,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
63,72520,2009-06-13 17:24:24,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
64,78072,2009-06-16 13:08:13,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
65,78519,2009-06-16 17:17:06,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
66,79733,2009-06-17 08:03:12,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
67,81547,2009-06-18 05:42:41,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
68,81639,2009-06-18 05:57:29,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
69,88640,2009-06-21 12:07:26,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
70,95370,2009-06-24 19:53:13,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
71,100781,2009-06-27 12:55:47,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
72,103031,2009-06-28 15:16:56,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
73,103100,2009-06-28 15:17:11,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
74,106012,2009-06-29 23:14:57,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
75,106089,2009-06-29 23:15:36,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
76,107012,2009-06-30 10:04:01,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
77,119523,2009-07-06 07:26:21,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
78,126416,2009-07-11 10:37:52,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
79,127421,2009-07-12 12:19:01,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
80,128017,2009-07-13 02:32:13,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
81,128161,2009-07-13 03:41:09,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
82,128243,2009-07-13 04:02:58,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
83,128299,2009-07-13 04:09:03,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
84,132427,2009-07-18 10:22:05,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
85,134534,2009-07-20 21:34:59,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
86,134918,2009-07-21 08:47:03,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
87,139343,2009-07-26 10:57:22,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
88,139396,2009-07-26 10:57:53,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
89,139666,2009-07-26 15:16:30,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
90,139741,2009-07-26 15:17:08,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
91,141005,2009-07-28 08:07:28,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
92,141273,2009-07-28 14:33:29,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
93,141349,2009-07-28 14:35:53,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
94,141489,2009-07-28 15:18:54,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
95,144618,2009-08-01 10:36:30,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
96,144774,2009-08-01 11:54:00,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
97,145089,2009-08-01 18:54:02,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
98,145186,2009-08-01 19:41:38,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
99,146628,2009-08-03 08:57:45,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
100,149437,2009-08-06 13:39:16,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
101,149598,2009-08-06 15:17:19,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
102,153554,2009-08-11 11:02:42,chassisd[]: %DAEMON-: JAM:PL: Completed plugin init for jam-mpc--- for chassisd
