date,time,software/module,type_log,Interface_Descriptor,type
05-06-2009,18:40:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,18:40:42,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,18:44:47,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,18:44:47,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,18:50:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,18:50:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,18:55:25,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,18:55:25,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:00:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:00:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:05:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:05:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:10:46,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:10:46,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:14:31,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:14:31,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:20:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:20:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:25:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:25:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:30:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:30:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:35:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:35:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:40:46,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:40:46,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:44:37,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:44:38,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:50:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:50:06,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,19:55:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,19:55:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:00:06,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:00:06,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:04:36,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,pp#
05-06-2009,20:05:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:05:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:04:36,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,pp#
05-06-2009,20:05:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:05:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:10:47,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:10:47,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:11:16,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,ge-##/#/#
05-06-2009,20:11:17,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:17,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,20:11:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,20:11:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,20:11:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,20:11:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:21,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:21,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:11:22,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,20:14:56,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:14:56,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:20:13,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:20:13,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:25:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:25:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:30:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:30:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:34:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:34:55,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:40:39,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:40:40,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:44:56,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:44:56,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:50:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:50:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,20:52:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,pp#
05-06-2009,20:55:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,20:55:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:00:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:05:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:05:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:10:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:10:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:14:46,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:14:46,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:20:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:20:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:25:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:25:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:30:06,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:30:06,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:34:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:34:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:40:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:40:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:44:38,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:44:38,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:50:15,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:50:15,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,21:54:47,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,21:54:47,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:05:28,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:05:28,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:10:39,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:10:39,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:14:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:14:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:20:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:20:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:25:26,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:25:26,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:30:16,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:30:17,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:35:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:35:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:40:34,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:40:34,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:45:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:45:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:50:13,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:50:13,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,22:55:00,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,22:55:00,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:05:03,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:05:03,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:10:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:10:41,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:14:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:14:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:14:57,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,ge-##/#/#
05-06-2009,23:14:57,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:14:58,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:14:58,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:14:59,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,23:14:59,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,23:14:59,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,23:15:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
05-06-2009,23:15:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:15:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:15:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:15:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:15:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
05-06-2009,23:20:14,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:20:14,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:25:24,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:25:25,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:30:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:30:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:35:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:35:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:40:29,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:40:29,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:45:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:45:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:50:14,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:50:14,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
05-06-2009,23:55:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
05-06-2009,23:55:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:05:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:05:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:10:34,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:10:35,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:15:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:15:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:20:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:20:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:25:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:25:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:30:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:30:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:35:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:35:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:40:23,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:40:23,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:45:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:45:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:50:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:50:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,00:55:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,00:55:18,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:00:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:00:12,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:05:21,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:05:22,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:10:28,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:10:28,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:15:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:15:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:20:27,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:20:27,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:25:25,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:25:25,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:30:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:30:06,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:34:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:34:54,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:40:23,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:40:24,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:44:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:44:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:50:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:50:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,01:55:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,01:55:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:00:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:05:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:05:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:10:15,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:10:16,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:15:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:15:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:20:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:20:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:24:39,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:24:40,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:30:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:30:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:35:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:35:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:40:22,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:40:22,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:44:38,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:44:38,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:50:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:50:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,02:55:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,02:55:19,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:00:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:00:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:05:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:05:20,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:10:16,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:10:16,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:14:45,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:14:45,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:20:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:20:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:23:00,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,ge-##/#/#
06-06-2009,03:23:00,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:01,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
06-06-2009,03:23:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
06-06-2009,03:23:02,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
06-06-2009,03:23:03,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-##/#/#
06-06-2009,03:23:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:23:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,xe-#/#/#
06-06-2009,03:24:56,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:24:57,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:30:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:30:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:34:38,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:34:39,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:40:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:40:10,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:44:57,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:44:57,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:50:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:50:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,03:54:31,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,03:54:31,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:00:03,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:00:04,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:04:55,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:04:55,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:10:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:10:09,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:14:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:14:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:20:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:20:05,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:25:17,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:25:17,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:30:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:30:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:34:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
06-06-2009,04:34:53,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,|
06-06-2009,04:40:11,ifinfo:,%USER-#-IFINFO_IFD_NAME:,IFD:,media
