Date,Time,Software/Module,User,Type_Log,Interface_Description,Data
2009-05-26,14:09:40,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:09:40,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:09:41,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,14:09:41,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,14:09:41,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,14:09:42,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,14:09:42,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:09:43,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:09:43,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:09:43,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:09:44,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,14:10:39,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:10:40,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:11:44,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,14:15:01,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:20:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:20:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:25:32,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:25:32,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:30:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:30:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:35:49,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:35:49,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:39:14,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,14:40:45,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:40:46,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:50:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:50:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,14:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,14:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:00:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:00:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:05:21,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:05:21,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:10:40,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:10:40,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:15:16,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:15:16,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:20:13,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:20:13,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:25:00,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:25:00,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:30:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:30:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:34:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:34:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:37:47,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,15:40:38,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:40:38,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:44:54,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:50:13,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:50:13,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,15:55:16,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,15:55:16,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:00:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:00:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:05:26,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:05:27,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:10:39,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:10:40,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:15:02,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:15:02,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:25:17,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:25:17,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:34:52,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:34:52,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:40:46,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:40:46,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:45:24,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:45:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,16:55:23,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,16:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:00:03,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:00:03,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:05:20,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:05:21,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:10:39,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:10:40,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:15:15,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:15:15,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:20:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:20:54,ifinfo,#,IFINFO_IFD_NAME,IFD,ge-##/#/#
2009-05-26,17:20:55,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:55,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:55,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:56,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,17:20:56,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,17:20:57,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,17:20:57,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,17:20:58,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:58,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:58,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:59,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:20:59,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,17:25:17,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:25:17,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:30:03,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:30:03,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:34:54,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:34:55,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:40:46,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:40:46,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:44:52,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:50:12,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:50:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,17:53:49,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,17:55:07,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,17:55:07,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:00:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:00:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:05:20,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:05:20,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:10:46,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:10:46,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:15:07,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:15:07,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:20:12,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:20:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:25:15,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:25:16,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:35:12,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:35:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:40:48,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:40:48,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:55:22,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,18:55:23,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,18:59:11,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,19:00:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:00:05,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:05:36,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:05:36,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:10:46,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:10:46,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:14:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:14:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:20:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:20:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:25:16,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:25:16,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:34:52,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:34:52,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:40:47,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:40:47,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:44:54,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:44:54,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:50:12,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:50:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,19:55:25,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,19:55:26,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:00:09,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:00:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:05:03,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:05:03,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:08:17,ifinfo,#,IFINFO_IFD_NAME,IFD,ge-##/#/#
2009-05-26,20:08:17,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:18,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:18,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:19,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,20:08:19,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,20:08:19,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,20:08:20,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,20:08:20,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:20,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:21,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:21,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:08:22,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,20:10:47,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:10:47,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:14:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:14:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:25:25,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:25:25,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:30:09,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:30:09,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:35:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:35:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:40:39,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:40:40,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:45:07,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:45:08,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:47:27,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,20:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,20:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,20:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:00:03,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:00:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:05:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:05:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:10:34,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:10:34,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:14:13,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:14:13,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:20:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:20:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:25:24,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:25:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:35:19,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:35:19,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:40:41,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:40:41,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:50:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,21:55:15,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,21:55:15,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:00:03,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:00:04,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:05:58,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:05:58,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:10:47,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:10:47,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:15:33,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:15:33,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:20:12,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:21:08,ifinfo,#,IFINFO_IFD_NAME,IFD,pp#
2009-05-26,22:25:16,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:25:16,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:30:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:34:52,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:34:52,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:40:35,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:40:36,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:45:03,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:45:03,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,22:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,22:55:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:00:06,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:00:06,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:05:35,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:05:35,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:09:20,ifinfo,#,IFINFO_IFD_NAME,IFD,ge-##/#/#
2009-05-26,23:09:20,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:21,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:21,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:21,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,23:09:22,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,23:09:22,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,23:09:22,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-##/#/#
2009-05-26,23:09:23,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:23,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:24,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:24,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:09:24,ifinfo,#,IFINFO_IFD_NAME,IFD,xe-#/#/#
2009-05-26,23:10:34,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:10:34,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:14:45,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:14:45,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:25:23,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:25:23,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:30:05,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:30:05,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:35:01,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:35:01,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:40:27,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:40:27,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:44:53,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:50:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-26,23:55:09,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-26,23:55:09,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:05:35,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:05:35,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:10:34,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:10:34,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:15:23,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:15:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:20:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:25:18,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:25:19,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:30:04,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:30:05,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:35:25,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:35:25,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:40:21,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:40:22,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:45:19,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:45:19,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:50:09,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:50:09,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,00:55:26,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,00:55:26,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:00:09,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:00:09,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:04:56,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:04:56,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:10:28,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:10:28,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:14:54,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:14:54,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:20:18,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:20:18,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:25:24,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:25:24,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:30:10,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:30:11,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:35:26,ifinfo,#,IFINFO_IFD_NAME,IFD,media
2009-05-27,01:35:26,ifinfo,#,IFINFO_IFD_NAME,IFD,|
2009-05-27,01:40:15,ifinfo,#,IFINFO_IFD_NAME,IFD,media
