,log_no,date,time
0,813,2009-05-14 09:58:15,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
1,850,2009-05-14 10:15:22,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
2,2905,2009-05-15 09:57:35,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
3,3056,2009-05-15 11:41:33,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
4,4794,2009-05-16 09:59:05,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
5,4822,2009-05-16 10:14:48,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
6,6798,2009-05-17 09:56:54,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
7,6827,2009-05-17 10:14:16,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
8,8828,2009-05-18 10:19:26,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
9,8957,2009-05-18 11:33:36,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
10,10880,2009-05-19 10:09:12,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
11,10909,2009-05-19 10:19:14,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
12,12747,2009-05-20 08:53:14,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
13,13674,2009-05-14 09:58:15,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
14,13711,2009-05-14 10:15:22,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
15,15766,2009-05-15 09:57:35,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
16,15917,2009-05-15 11:41:33,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
17,17655,2009-05-16 09:59:05,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
18,17683,2009-05-16 10:14:48,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
19,19659,2009-05-17 09:56:54,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
20,19688,2009-05-17 10:14:16,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
21,21689,2009-05-18 10:19:26,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
22,21818,2009-05-18 11:33:36,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
23,23741,2009-05-19 10:09:12,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
24,23770,2009-05-19 10:19:14,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
25,25608,2009-05-20 08:53:14,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
26,25732,2009-05-20 10:21:48,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
27,27838,2009-05-21 11:36:22,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
28,27934,2009-05-21 12:40:50,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
29,29714,2009-05-22 10:14:33,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
30,29927,2009-05-22 12:39:49,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
31,31728,2009-05-23 10:11:02,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
32,31962,2009-05-23 12:41:18,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
33,33855,2009-05-24 11:37:39,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
34,33963,2009-05-24 12:43:45,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
35,35811,2009-05-25 10:22:40,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
36,36038,2009-05-25 12:43:06,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
37,37756,2009-05-26 10:02:06,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
38,39969,2009-05-27 11:59:17,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
39,40206,2009-05-27 13:50:04,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
40,43259,2009-05-30 12:13:35,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
41,43486,2009-05-30 13:47:10,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
42,45456,2009-05-31 10:01:21,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
43,47877,2009-06-01 09:58:26,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
44,48226,2009-06-01 13:40:38,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
45,50130,2009-06-02 12:09:05,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
46,50288,2009-06-02 13:42:28,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
47,51987,2009-06-03 10:46:58,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
48,52237,2009-06-03 13:43:08,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
49,53927,2009-06-04 10:03:38,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
50,54232,2009-06-04 13:42:47,ifinfo: %USER--IFINFO_IFD_NAME: IFD: summary
