Distance,Value
0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
0.0,ifinfo USER IFINFO_IFD_NAME IFD media
