Distance,Value
0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.0,usr sbin cron CRON root CMD adjkerntz a
0.6050776243209839,usr sbin cron CRON root CMD usr sbin check support l
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
0.62510746717453,usr sbin cron CRON root CMD newsyslog X
