Distance,Value
0,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
3.40548504027538e-05,ifinfo USER IFINFO_IFD_NAME IFD ge
