Distance,Value
0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
0.0,usr sbin cron CRON root CMD newsyslog X
