,log_no,date,time
0,118594,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
1,118601,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
2,118608,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
3,118615,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
4,118622,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
5,118629,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
6,118636,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
7,118643,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
8,118650,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
9,118657,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
10,118664,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
11,118671,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
12,118827,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
13,118834,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
14,118841,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
15,118848,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
16,118855,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
17,118860,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
18,118867,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
19,118874,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
20,118881,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
21,118888,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
22,118895,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
23,118902,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup finished CBF-chan-tx-
